3893,"Talk Number"
307,"133","阿弥陀佛．圆真师侄为我*六大派苦战妖孽，力尽圆*寂，他死後清名，岂容你*污蔑．小子，今天就让你*领教领教少林龙抓手的厉*害．"
308,"134","如何？*现在肯安静地听我说了吧。**事情的经过是这样的．．．*如此如此．．．．*这般这般．．．．*总之，一切的阴谋，　*都是成昆那奸贼所计划的。**所以我说，你们两方还是*握手言和吧．明教杀过不少*六大派的人，六大派也杀过*不少明教的人，大家都有*损伤，恰好中了成昆的奸*计，不如就此罢手如何？"
309,"135","话都是你在说的，　*是不是真的，　*我们怎麽知道．"
310,"136","峨嵋派今日已然落败．各*派都也受重创．六大派此*行的成败，全仗武当派裁决．"
311,"137","阿弥陀佛，盼少侠以後多听*规劝引导，总要使明教改邪*归正，少做坏事．*我们走吧．"
312,"138","小子，你还不赖嘛．"
313,"139","蝠王，不可无礼．*明教全教下上，　*叩谢少侠护教救命的大恩．　"
314,"13A","快别这麽说，仗义行侠　*本就是我辈中人应当做的．**况且，　*这次也因为我的鲁莽　*害你们陷入苦战．"
315,"13B","哪里，是我们没问清楚．"
316,"13C","你们也别这麽客套了．*这样吧，大家听我一言︰　**我，这位少侠武功盖世*义薄云天，于本教有存亡续*绝的大恩．*咱们拥立他为本教第三十四*任教主．**由他来做教主，总比你来做*教主好吧．*杨左使，你说对不对啊？"
317,"13D","是啊，　*这位少侠来做我们教主，　*也比你韦一笑来做好的多．"
318,"13E","你．．．．"
319,"13F","你们两个别在那里吵了，　*丢人现眼的．"
320,"140","不，不，在下我虽然一直梦*想能当个什麽掌门教主的．**但是我仍有要事在身，且跟*你们是不同世界的人，所以*你们还是另觅他人吧．"
321,"141","少侠如果推却不肯，我*们明教恐怕又要为此争闹不*休，四分五裂．自从阳教*主失踪後，明教声势大跌*，这麽多年来我们为教主*之位的争夺一直没停，谁*也不服谁，如今好不容易*找到你这么一位武功高强*的侠义之士，你就不要推*了，否则到时又会被其他*门派围攻．．．"
322,"142","我这里有封阳教主的遗书，　*上面提到要谢逊谢法王暂代*教主之职．*我想你们还是先找到他再说*吧．"
323,"143","哦，真是如此．　*来人啊，即刻通令下去，　*全力寻找谢法王．"
324,"144","另外还有一件事拜托你们，　*你们明教中是否有一本叫*《倚天屠龙记》的书　*是否能借我一下．"
325,"145","有的，阳教主曾对我提过　*我们教中有一本奇书，　*是我明教镇教之宝，　*皆由历代教主相传而下．"
326,"146","是吗，真的有？皇天不负苦*心人．打了这麽多场仗　*终於让我找到了．"
327,"147","可是，这本书因为阳教主的*突然消失，其下落也无人知*道了．"
328,"148","少侠别担心，等我们找到谢*法王，整顿好教务後，必当*全力搜寻此书的下落．*若有消息，定当告之少侠．"
329,"149","好吧，也只有这样了．我有*空也会帮你们找找谢前辈，　*在下这就告辞了．"
330,"14A","这里有块铁焰令，是我明教*的信物．**少侠在江湖上行走，若有什*麽困难需要我明教帮忙的时*後，只须出示这块铁焰令，　*我明教全体教众一定全力相*助．还有这些药物送给少*侠"
331,"14B","小兄弟，　*你的功夫真的很不错。这*次多谢你了！"
332,"14C","少侠别担心，或许谢法王知*道该书的下落．我们一定*尽力寻找．"
333,"14D","我韦一笑向来不服任何人，　*今天可真的服了你．"
334,"14E","多谢少侠今日的帮助，　*从今以後，我明教定会好好*约束门人．"
335,"14F","少侠对我明教的大恩大德，　*明教全体教众没齿难忘．"
336,"150","莫非这二人竟是阳顶天夫*妇？这里有封信，看看写*些什麽．　"
337,"151","今余神功第四层初成，　*即悉成昆之事，　*血气翻涌不克自制，*真力将散，行当大归。*天也命也，复何如耶？　**今余命在旦夕，　*有负衣教主重托，　*实为本教罪人。*盼夫人持余亲笔遗书，　*召聚众人，令谢逊暂摄副教*主之位，处份本教重务……"
338,"152","原来阳教主是在练功时，　*因知悉成昆的事後，　*不慎走火入魔了。*而阳教主夫人……*这里有把匕首，*看来是因愧疚而自杀了。*这个羊皮卷，大概就是他*当时在练的“神功”吧。*我得赶快上光明顶。"
339,"153","好啊，成昆，　*原来你躲在这里．　**怎麽，几个坏蛋聚在这里，　*是不是又在一起商量什麽*坏勾当？"
340,"154","哼，　*上次的事全被你坏了，　*我这次饶不了你．"
341,"155","手下败将还说大话．　*这次得小心一点，　*可别再让你跑了．"
342,"156","今天真是大快人心，　*替武林除了一个大害．"
343,"157","你是谁？　*到我蝴蝶谷中做什麽？　**若是要求医就快滚吧，　*我不会医治你的．"
344,"158","你这麽生气干什麽？*我好好的干嘛需要医疗，　*神经病！　"
345,"159","那就快滚吧．"
346,"15A","你疯了吗？"
347,"15B","胡伯伯，你忘记我啦？　*我是无忌啊，武当张翠山的*後人，张无忌啊！　"
348,"15C","你是无忌！长这麽大了！　*你看起来气色很好，　*身上的寒毒好了吗？　"
349,"15D","是啊！　*我在昆仑山中的一番奇遇　*将身上的寒毒都治好了．"
350,"15E","那很好，那很好．"
351,"15F","师母呢？　*怎麽没看到她？　*她还好吧？　"
352,"160","你师母她．．她．．*她被金花婆婆捉走了．"
353,"161","金花婆婆？　"
354,"162","多年以前，因为某种缘故，　*我没有医治一位银叶先生，　*後来听说他病逝了。*几天以前，他的妻子金花婆*婆来到蝴蝶谷中，将你师母*给抓走了。　*她说，要让我夫妇俩也尝尝*生离死别的痛苦。**唉，只怪我当初没能救了银*叶先生。如今，武功又低，　*打不过她。*你师母不知现在怎麽了。"
355,"163","胡伯伯，不要紧，　*我这位大哥武功高强，　*我们这就去将师母救出来．"
356,"164","是嘛，这不过小事一桩，　*包在我身上。你知道这金*花婆婆住在那儿吗？　"
357,"165","似乎是住在东海的小岛上，　*叫什麽灵蛇岛的．"
358,"166","好，看我来个大闹灵蛇岛．"
359,"167","还不快滚？"
360,"168","希望少侠能赶紧救出内人，　*胡某感激不尽．"
361,"169","多谢少侠救了内人，　*胡某不知该如何报答。"
362,"16A","没什麽，帮助别人本来就是*件快乐的事，　*胡先生就别客气了。*只是，　*我看金花婆婆也不像坏人。"
363,"16B","其实，　*都怪我夫妇年轻时的比试，　*误了不少上门求医的人。"
364,"16C","比试？　"
365,"16D","我夫妇原本是同门师兄妹，　*所学各有不同。*我是学医，这你知道的。*拙荆则是学毒的。使毒能力*之高，江湖上人还封她一个*外号叫做“毒仙”。*那时我因为年轻冲动，救了*一些被拙荆下过毒的人。　**使得江湖上传言我这个医仙*比毒仙厉害许多。**後来拙荆一怒之下，便到处*下毒要与我比试，看我能不*能救活他们。*但我总觉得这样下去不行，　*于是就立了个誓︰*“非我明教之人不救”*我想这样拙荆就无法再与我*比试，因为我俩都是明教中*人，拙荆万万不会对自己教*中的兄弟下手。"
366,"16E","这麽说来，因为那位银叶先*生不是你明教中人，所以你*就没救他了。"
367,"16F","正是。"
368,"170","师兄，这次我们可能失算了。***在我被抓到灵蛇岛的日子中　*，我无意间发现这金花婆婆*可能是我明教中人，而且辈*份不低，是四大护法之首。"
369,"171","你是说，她是紫衫龙王？　***可是不对呀，我听人家说，　*紫衫龙王是明教第一美女，　*怎麽可能长得如此……"
370,"172","只怕她有不得已的苦衷，　*故意化妆成这样。"
371,"173","这样看来，我竟害了自己教*中的弟兄。**唉，从今以後，　*我这“非明教中人不治”的*原则就当没说过。*行医本就是要来救人，　*否则学医干嘛。**对了，听说少侠正在旅游各　*地，寻找一些东西。**江湖多风险，我夫妇二人擅*长一些医术、毒术或许能帮*上少侠一些忙也说不定。"
372,"174","是啊，如果少侠有需要的话*尽管说，我夫妇二人一定乐*意效劳。*蝴蝶谷内若有少侠需要的东*西，也请少侠自行取用。"
373,"175","少侠如果有需要的话，　*尽管说出来。"
374,"176","好吧，　*那就麻烦胡前辈与我一起奔*波江湖了。"
375,"177","改日如果有需要时，　*我一定会来找胡前辈。"
376,"178","好吧，　*那就麻烦王前辈与我一起奔*波江湖了。"
377,"179","改日如果有需要时，　*我一定会来找王前辈。"
378,"17A","老婆婆，这岛很美，*您一个人住着吗？　"
379,"17B","小子，　*来我岛上寻晦气的吗？　"
380,"17C","没的事，我只是四处旅游，　*无意间来到这岛上的。"
381,"17D","说实话，　*你是哪一派的弟子？　*到这岛上来做什麽？　"
382,"17E","我无门无派，无师自通，　*自己四处“练练功”罢了。"
383,"17F","自已四处练练？　*那好，　*我老太婆就来陪你玩玩。"
384,"180","好啊，闲来无事，　*就跟您老人家练练功增加些*经验点数吧。"
385,"181","好小子，有你的。*真是长江後浪推前浪。**你是来救王难姑的吧，　*既然打输了你，老婆婆我就*改天再寻他们的晦气。"
386,"182","＜什麽救不救人的？　*我都搞糊涂了。＞"
387,"183","看你资质挺好的，　*老婆婆我不想杀你，　*你走吧。"
388,"184","看你的样子，你大概就是金*花婆婆吧。快放了王前辈，　*否则要你吃不完兜着走。"
389,"185","胡青牛老眼昏花了是不是，　*叫了个小子来送死。**小子，　*我看你年纪轻轻的，　*快走吧，别自讨苦吃了。"
390,"186","你活生生地拆散人家夫妻，　*我就是看不惯，　*这档事我管定了。"
391,"187","本来想这不关你的事，你非*要管，我就让你这不知天高*地厚的小子吃点苦头。"
392,"188","老婆婆，我想请问你天有多*高，地有多厚啊？我真的不*知道耶！　"
393,"189","哼！　"
394,"18A","你又想做什麽？　"
395,"18B","晚辈斗胆向前辈讨教讨教。"
396,"18C","好，我们来玩玩。"
397,"18D","小子，过些时候，　*我金花婆婆再向你讨教。"
398,"18E","我会等您的。"
399,"18F","前辈是谁？　*看样子似乎是被“关”在这*里的。"
400,"190","你是谁？怎麽进来的？　*金花婆婆呢？　"
401,"191","在下只是路过此岛，不小心　*跟那老太婆打了一架。**打赢後，那老太婆好像以为*我是来救人的，所以就????*不知前辈为何在此。"
402,"192","我叫王难姑，是蝶谷医仙胡*青牛的妻子。那老太婆则是*这灵蛇岛的岛主金花婆婆。*多年以前，我先生因为一些*缘故，没有医治一位银叶先*生，後来听说他病逝了。*其实，这位银叶先生就是金*花婆婆的丈夫。**几天前，这个金花婆婆为了*报仇，来到我蝴蝶谷中，打*伤我丈夫，并把我掳到这岛*上，说要让我夫妇俩也尝尝*生离死别的痛苦。"
403,"193","原来是这麽一回事。*好了，现在没事了，　*前辈可以回蝴蝶谷了。"
404,"194","谢谢少侠相助，我夫妇俩不*会忘记少侠的恩情。"
405,"195","哪里，哪里，　*路见不平，拔刀相助，　*本是我辈中人该做的事。"
406,"196","好，那我先回蝴蝶谷了。　*待少侠有空时，　*一定要到我蝴蝶谷中作客。*对了，我蝴蝶谷极为隐密，　*一般人不易找到，它的座标*是在（２３８　２１９）??*你一定要来哦！　*我和外子一定要送你些东西*来报答你。"
407,"197","前辈慢走。"
408,"198","王前辈，你还好吧？　"
409,"199","你是谁？　"
410,"19A","在下是受胡前辈所托，　*前来救你的。"
411,"19B","真的？那金花婆婆呢？　"
412,"19C","前辈放心，　*那老太婆已被我打败，　*暂时不会为难你了。"
413,"19D","谢谢少侠相助，　*我夫妇俩不会忘记你的恩情*……"
414,"19E","哪里，哪里，　*路见不平，拔刀相助，　*本是我辈中人该做的事。*现在此事已了，　*我还有其他的事要办，　*前辈可先离去了。"
415,"19F","好，那我先回蝴蝶谷了。　*待少侠有空时，　*一定要到我蝴蝶谷中作客。*你一定要来哦！　*我和外子一定要送你些东西*来报答你。"
