15713,"Talk Number"
607,"25F","曾用名乔峰，契丹人，因为慕容博的阴谋而幼年丧母，又和生父萧远山分离，由乔三槐夫妇收养。天赋极高，先后得传少林丐帮的绝学，年纪轻轻就出任丐帮帮主，人称“北乔峰”，出自《天龙八部》"
608,"260","威震大漠的回民女英雄，翠羽黄衫霍青桐。香香公主的姐姐，天山双鹰唯一的徒弟，出自《书剑恩仇录》"
609,"261","回族第一美女，霍青桐的妹妹，身有异香，天真纯洁，貌美绝伦，出自《书剑恩仇录》"
610,"262","扬州丽春院妓女韦春花的儿子，因为偶然事件而被茅十八带往北京，结果开始一连串无比神奇的奇遇，凭着让人目瞪口呆的狗屎运和巧妙的手腕智慧，他把不可能变成可能，出自《鹿鼎记》"
611,"263","日月神教教主任我行的独生女，黑木崖圣姑，喜好音律，出自《笑傲江湖》"
612,"264","古墓派第三代掌门，从小幽居古墓对人情事故半点不通，貌若天仙，但因修习玉女心经，个性冷漠，出自《神雕侠侣》。"
613,"265","字改之，杨康的遗腹子，从小由母亲穆念慈抚养长大，一度被郭靖带至桃花岛照顾，为主角大师兄，后被送至全真派学艺，出自《神雕侠侣》。"
614,"266","广东佛山镇的恶霸凤天南之女，自幼跟母亲银姑流落江湖，后来母亲被汤沛逼死，而袁紫衣则侥幸为一天山神尼所救，自幼出家，法名圆性。后来武功有成以俗家身分行走江湖，将自己的法名倒过来自称姓袁，又取缁衣的谐音自名紫衣。出自《飞狐外传》"
615,"267","白马李三跟金银小剑三娘子上官虹的女儿，父母被杀后一个人逃生，被计老人收养，从小跟哈萨克人一起生活，出自《白马啸西风》"
616,"268","汉水舟上渔家女，父亲死在元兵手下，由张三丰介绍上峨嵋拜师，深受灭绝师太厚爱，出自《倚天屠龙记》。"
617,"269","少林掌门玄慈和无恶不作叶二娘的私生子，幼时被萧远山劫至少林出家为僧，成年后在机缘巧合下解破珍珑棋局开始一连串的奇遇，出自《天龙八部》。"
618,"26A","段正淳的私生女，从小和母亲一起生活在曼陀山庄，对青梅竹马的表哥慕容复一片痴心，更为他看遍慕容家跟王家的藏书，虽然不通武艺，但武学知识之渊博天下罕有人能出其右。出自《天龙八部》。"
619,"26B","袁崇焕之子，是小时了了大未必佳的例子，年幼时义勇聪明十分可爱，但长大后却是正人君子乏味无比。拜师华山神剑仙猿穆人清，又先后得了铁剑门木桑和金蛇郎君夏雪宜的真传。出自《碧血剑》"
620,"26C","银叶先生韩千叶与明教紫衫龙王的女儿，奉母命混入光明顶意图盗取乾坤大挪移心法，为此扮成丑女服侍杨不悔。出自《倚天屠龙记》。"
621,"26D","段正淳与阮星竹之女，自幼与父母分离，为姑苏慕容家抚养长大，聪明机灵，精通易容术，出自《天龙八部》"
622,"26E","本姓杨，生父为三湘大侠杨伯冲。杨伯冲因为鸳鸯刀而被杀，其妻也被困於宫中，幸为萧半和所救。为了掩人耳目，萧半和收杨中慧为女儿，一直到她十八岁那年才揭开真相，出自《鸳鸯刀》"
623,"26F","幼名狮官，因为鸳鸯刀三岁丧父，又跟母亲分离。成人之后走遍天下十八省，作书生打扮，生性却并不迂腐，聪明机变，出自《鸳鸯刀》"
624,"270","金面佛苗人凤跟南兰的独生女，因为母亲改嫁从小由父亲一手抚养，颇有大家闺秀风范，出自《雪山飞狐》。"
625,"271","毒手药王无嗔大师的徒弟，冰雪聪明，虽然精通用毒之道，但绝不滥伤无辜，居於白马寺药王庄，出自《飞狐外传》。"
626,"272","大理镇南王世子，聪明仁厚，不乐习武，个性略显迂腐，因缘巧合进入无崖子跟李秋水隐居的山洞，修得北冥神功跟凌波微步两大绝学，也从此对神仙姐姐痴恋一生，出自《天龙八部》"
627,"273","大侠水岱的女儿，与表哥汪啸风青梅竹马，人称“铃剑双侠”，出自《连城诀》"
628,"274","湘西农家弟子，自幼随师父铁索横江戚长发和师妹戚芳习武务农，出自《连城诀》。"
629,"275","恒山定逸的弟子，不戒大师跟哑婆婆的女儿，因自小长于庵中，不解人情世故，个性单纯善良，出自《笑傲江湖》。"
630,"276","江南陈阁老之子，乾隆的胞弟，拜天池怪侠袁士霄为师，红花会继任总舵主。出自《书剑恩仇录》"
631,"277","本为湖州庄家的丫环，后庄三奶奶转送给韦小宝，从此和韦小宝东游西闯。温柔善良体贴入微，武功亦不错，出自《鹿鼎记》"
632,"278","原名敏敏特穆尔，蒙古汝阳王察罕特穆尔的爱女，聪明果决敢爱敢恨的奇女子，出自《倚天屠龙记》"
633,"279","夏雪宜跟温仪的独生女，出身石梁温家，身世悲惨性情略显偏激，但也不失可爱之处，出自《碧血剑》。"
634,"27A","前朝皇帝之女，封号长平，前朝为清覆灭后被侍卫救出，拜青竹帮主程青竹为师，出自《碧血剑》和《鹿鼎记》"
635,"27B","郭靖与黄蓉次女，主角青梅竹马的小师妹，人送外号“小东邪”，出自《神雕侠侣》。"
636,"27C","字退思，出自《倚天屠龙记》，混元霹雳手成昆之徒，深谙崆峒七伤拳，明教四大法王之金毛狮王。"
637,"27D","出自《倚天屠龙记》，与杨逍合称“逍遥二仙”，自负天下武功无所不窥，明教光明右使。"
638,"27E","出自《书剑恩仇录》，人称“追魂夺命剑”，乃是一独臂道人，绝技为七十二手追魂夺命剑"
639,"27F","出自《倚天屠龙记》，与范遥合称“逍遥二仙”，杨不悔之父，得阳顶天传授乾坤大挪移神功，明教光明左使。"
640,"280","原名陈永华，出自《鹿鼎记》，台湾三虎之一，韦小宝的师父，擅长绝技凝血神抓，天地会总舵主。"
641,"281","出自《倚天屠龙记》，张无忌的外公，殷素素、殷野王之父，精擅鹰爪擒拿手，明教四大法王之白眉鹰王。"
642,"282","出自《书剑恩仇录》，绰号“千臂如来”，太极拳、太极剑、暗器三绝天下无双，红花会三当家。"
643,"283","出自《倚天屠龙记》，轻功高绝，足可踏沙无痕，擅长寒冰绵掌，明教四大法王之青翼蝠王。"
644,"284","出自《书剑恩仇录》，绰号“奔雷手”，“鸳鸯刀”骆冰之夫，一手霹雳掌威震天下，红花会四当家。"
645,"285","出自《射雕英雄传》和《神雕侠侣》，一灯大师的弟子，“渔樵耕读”中的书生，将书法溶于一阳指之中。"
646,"286","出自《倚天屠龙记》，人称“冷面先生”，为人内敛，沉默寡言，明教五散人之一。"
647,"287","出自《射雕英雄传》，自号“五湖废人”，桃花岛黄药师的弟子，太湖陆家庄庄主。"
648,"288","出自《笑傲江湖》，恒山派仪琳之父，哑婆婆之夫，为人处世颠三倒四，不按常理。"
649,"289","出自《鹿鼎记》，人称“铁丐”，昔为丐帮弟子，后加入天地会，任洪顺堂红旗香主"
650,"28A","出自《笑傲江湖》，外号“潇湘夜雨”，刘正风的师兄，精通百变千幻衡山云雾十三式，南岳衡山派掌门。"
651,"28B","出自《倚天屠龙记》，义军首领，人称彭和尚，擅使大风云飞掌，明教五散人之一。"
652,"28C","出自《书剑恩仇录》，绰号“鸳鸯刀”，文泰来的妻子，使一长一短的双刀，擅长飞刀绝技。"
653,"28D","出自《侠客行》，侠客岛赏善罚恶使者，负责替侠客岛向武林人士发赏善罚恶令，后与石破天结为兄弟。"
654,"28E","出自《侠客行》，侠客岛赏善罚恶使者，负责替侠客岛向武林人士发赏善罚恶令，后与石破天结为兄弟。"
655,"28F","出自《天龙八部》，苏星河的弟子，绰号“阎王敌”，江湖上着名的神医，函谷八友排行第五。"
656,"290","出自《神雕侠侣》，独孤求败生前的的“好友”，长年吞食普斯曲蛇之胆，力大无穷，一对铁翼足可震毙狮虎。"
657,"291","出自《侠客行》，上清观弟子，黑白双剑之一，精通上清剑法，闵柔之夫，石中玉之父，江南玄素庄主。"
658,"292","出自《侠客行》，上清观弟子，黑白双剑之一，精通上清剑法，石清之妻，石中玉之母。"
659,"293","出自《鹿鼎记》，满族公主，实为毛东珠与瘦头陀之女，为人刁蛮任性，后嫁与韦小宝为妻。"
660,"294","出自《倚天屠龙记》，人称“布袋和尚”，有至宝名乾坤一气袋，刀枪不入，水火不侵，明教五散人之一。"
661,"295","出自《倚天屠龙记》，人如其名，做事颠三倒四，明教五散人之一。"
662,"296","出自《射雕英雄传》和《神雕侠侣》，一灯大师的弟子，“渔樵耕读”中的农夫，武敦儒和武修文的父亲。爱上自己的干女儿何沅君，何沅君嫁人之后，武三通变得疯疯癫癫。"
663,"297","出自《笑傲江湖》，苗族女子，生性落落大方，不拘小节，擅长毒术，云南五仙教教主。"
664,"298","出自《碧血剑》，原为五毒教教主，后拜袁承志为师，投入华山门下，改名何惕守。"
665,"299","出自《书剑恩仇录》，“绵里针”陆菲青的弟子，擅长芙蓉金针和柔云剑法，提督李可秀之女，余鱼同之妻。"
666,"29A","出自《书剑恩仇录》，绰号“金笛秀才”，武当派马真的弟子，李沅芷之夫，擅长柔云剑法，红花会十四当家。"
667,"29B","出自《射雕英雄传》，程遥迦之夫，师承仙霞派枯木大师，后得父亲传授桃花岛绝学，太湖陆家庄少庄主。"
668,"29C","出自《射雕英雄传》，陆冠英之妻，全真七子之一“清净散人”孙不二的俗家弟子。"
669,"29D","出自《倚天屠龙记》，绰号“铁冠道人”，明教五散人之一。"
670,"29E","灵鹫宫九天九部之阳天部首领，心思缜密，绣工无双，有“针神”之称。出自《天龙八部》"
671,"29F","出自《天龙八部》，苏星河的弟子，绰号“棋魔”，逍遥派第四代传人之一，函谷八友排行第二。"
672,"2A0","出自《天龙八部》，苏星河的弟子，绰号“花痴”，逍遥派第四代传人之一，函谷八友排行第七。"
673,"2A1","出自《倚天屠龙记》，波斯明教圣女，韩千叶之妻，小昭之母，化身金花婆婆，明教四大法王之紫杉龙王。"
674,"2A2","出自《天龙八部》，苏星河的弟子，绰号“巧匠”，逍遥派第四代传人之一，函谷八友排行第六。"
675,"2A3","出自《神雕侠侣》，老顽童周伯通的弟子，为人正直勇敢，刚正不阿，郭芙之夫，后为丐帮帮主。"
676,"2A4","出自《天龙八部》，苏星河的弟子，绰号“琴颠”，逍遥派第四代传人之一，函谷八友排行第一。"
677,"2A5","出自《天龙八部》，曾得到福建一字慧剑门的剑谱，加以修习后武功大进，江湖人称剑神，绝技为周公剑。"
678,"2A6","出自《笑傲江湖》，绰号“万里独行”，绝技为飞沙走石十三路刀法，后被不戒和尚强迫出家，法名不可不戒。"
679,"2A7","出自《天龙八部》，灵鹫宫所统率的三十六洞主之一，使一柄绿香波露刀。"
680,"2A8","出自《碧血剑》，假意投入大内作为侍卫，行刺满族皇帝失败后逃出皇宫，后为青竹帮帮主，阿九之师。"
681,"2A9","出自《笑傲江湖》，日月神教长老曲洋的孙女儿，小名非非。"
682,"2AA","出自《鹿鼎记》，原为神龙教教主洪安通的妻子，后嫁给韦小宝。"
683,"2AB","出自《天龙八部》，大理镇南王段正淳与“修罗刀”秦红棉之女，擅使毒箭伤人。"
684,"2AC","出自《天龙八部》，大理镇南王段正淳与“俏药叉”甘宝宝之女，身边带有一只奇兽闪电貂。"
685,"2AD","出自《天龙八部》，苏星河的弟子，绰号“书呆”，逍遥派第四代传人之一，函谷八友排行第三。"
686,"2AE","出自《天龙八部》，苏星河的弟子，绰号“画狂”，逍遥派第四代传人之一，函谷八友排行第四。"
687,"2AF","出自《碧血剑》，金龙帮主焦公礼的大女儿，为人处事周到，应对得体。"
688,"2B0","出自《神雕侠侣》，原为东邪黄药师的弟子，后被打断一腿，逐出师门，之后做了一名铁匠。"
689,"2B1","出自《神雕侠侣》，一灯大师坐下武三通之子，武修文之兄，郭靖的弟子之一。"
690,"2B2","出自《神雕侠侣》，一灯大师坐下武三通之子，武敦儒之弟，郭靖的弟子之一。"
691,"2B3","出自《神雕侠侣》，陆无双的表姐，东邪黄药师的关门弟子。"
692,"2B4","出自《神雕侠侣》，程英的表妹，古墓派李莫愁的弟子，因幼年受伤未得及时救治，导致一脚微跛。"
693,"2B5","出自《笑傲江湖》，人称“杀人名医”，杀一人，必医一人；医一人，必杀一人；日月神教教徒。"
694,"2B6","江南七怪之首，外号“飞天蝙蝠”，双目已盲，性情暴躁，于郭靖有授业之恩。出自《射雕英雄传》《神雕侠侣》"
695,"2B7","出自《天龙八部》，梅兰竹菊四剑，乃天山童姥的四名婢女，得童姥喜爱，传授逍遥派武学。"
696,"2B8","出自《神雕侠侣》，绝情谷谷主公孙止和裘千尺之女，性情温和、善解人意。"
697,"2B9","出自《神雕侠侣》，郭靖与黄蓉的大女儿，性格刁蛮，后嫁于耶律齐。"
698,"2BA","出自《天龙八部》，苏星河的弟子，绰号“戏迷”，逍遥派第四代传人之一，函谷八友排行第八。"
699,"2BB","出自《侠客行》，气寒西北白万剑之女，雪山派掌门白自在的孙女。"
700,"2BC","出自《鹿鼎记》，扬州丽春院的妓女，韦小宝之母。"
701,"2BD","出自《倚天屠龙记》，人称“蝶谷医仙”，又名“见死不救，医术高明，王难姑之夫，明教弟子。"
702,"2BE","出自《倚天屠龙记》，人称”毒仙”，制毒本领出神入化，胡青牛之妻，明教弟子。"
703,"2BF","出自《笑傲江湖》，与祖千秋并称“黄河老祖”，有一女老不死，日月神教教徒。"
704,"2C0","出自《笑傲江湖》，与老头子并称“黄河老祖”，对酒的学问堪称一绝，日月神教教徒。"
705,"2C1","出自《笑傲江湖》，分别为桃根仙、桃干仙、桃枝仙、桃叶仙、桃花仙、桃实仙，脾气古怪的兄弟六人。"
